Tanggal,Nama Produk,Jenis Transaksi,Dibuat,Terjual,Harga,Modal Satuan,Pemasukan,Pengeluaran
7/8/2023,lemper,harian,35,33,1667.0,1200,64982.0,14257.0
8/8/2023,bolu kukus,harian,49,48,1548.0,1200,103620.0,64630.0
8/8/2023,kue lapis,harian,10,4,1636.0,1100,6617.0,13661.0
8/8/2023,kue soes,harian,40,38,1723.0,1300,77383.0,56584.0
8/8/2023,risoles,harian,32,31,2809.0,1100,63278.0,46890.0
8/8/2023,tahu isi,harian,11,4,2523.0,1100,5381.0,12105.0
8/8/2023,kue lumpur,harian,46,39,1479.0,1200,65766.0,60009.0
8/8/2023,wingko,pesanan,39,32,1734.0,1200,97910.0,44629.0
8/8/2023,lemper,harian,28,25,3009.0,1200,61104.0,42087.0
9/8/2023,bolu kukus,harian,13,9,1059.0,1200,16930.0,17316.0
9/8/2023,kue lapis,pesanan,48,46,2677.0,1100,86941.0,53536.0
9/8/2023,kue soes,harian,43,40,1998.0,1300,109935.0,61879.0
9/8/2023,risoles,harian,34,31,2251.0,1100,47409.0,37521.0
9/8/2023,tahu isi,pesanan,12,7,1190.0,1100,16253.0,8763.0
9/8/2023,kue lumpur,harian,41,34,2070.0,1200,81196.0,44155.0
9/8/2023,wingko,harian,43,36,2392.0,1200,96954.0,42542.0
9/8/2023,lemper,pesanan,14,10,1912.0,1200,14068.0,10499.0
10/8/2023,bubur sumsum,harian,110,110,5201.0,3000,349947.0,308147.0
10/8/2023,bolu kukus,harian,42,40,2009.0,1200,52987.0,46879.0
10/8/2023,kue lapis,harian,21,15,2085.0,1100,33806.0,22441.0
10/8/2023,kue soes,harian,30,28,2852.0,1300,66763.0,24088.0
10/8/2023,risoles,harian,20,20,2151.0,1100,48409.0,15155.0
10/8/2023,tahu isi,pesanan,37,34,2436.0,1100,54728.0,27261.0
10/8/2023,kue lumpur,harian,49,42,1663.0,1200,61540.0,75803.0
10/8/2023,wingko,harian,44,42,2136.0,1200,132186.0,49487.0
10/8/2023,lemper,harian,30,25,1827.0,1200,72318.0,36671.0
11/8/2023,bolu kukus,harian,50,47,2541.0,1200,108550.0,58259.0
11/8/2023,kue lapis,harian,34,27,2582.0,1100,77243.0,33133.0
11/8/2023,kue soes,harian,50,49,2705.0,1300,143649.0,88334.0
11/8/2023,risoles,harian,12,9,2452.0,1100,20216.0,10084.0
11/8/2023,tahu isi,harian,11,7,1391.0,1100,12414.0,11078.0
11/8/2023,kue lumpur,harian,37,30,2179.0,1200,73110.0,43728.0
11/8/2023,wingko,harian,43,38,3294.0,1200,44146.0,76149.0
11/8/2023,lemper,harian,43,40,1504.0,1200,71713.0,56844.0
12/8/2023,bolu kukus,pesanan,49,45,1785.0,1200,76289.0,56885.0
12/8/2023,kue lapis,harian,43,36,2381.0,1100,81312.0,28850.0
12/8/2023,kue soes,harian,14,10,4358.0,1300,24922.0,21044.0
12/8/2023,risoles,harian,19,16,2526.0,1100,24307.0,21071.0
12/8/2023,tahu isi,harian,10,6,1997.0,1100,13592.0,7487.0
12/8/2023,kue lumpur,harian,21,16,1695.0,1200,23935.0,35011.0
12/8/2023,wingko,harian,48,46,3775.0,1200,101982.0,67435.0
12/8/2023,lemper,harian,34,27,2164.0,1200,65591.0,36437.0
14/08/2023,bolu kukus,harian,27,25,1788.0,1200,39450.0,21749.0
14/08/2023,kue lapis,harian,28,25,2457.0,1100,73040.0,35603.0
14/08/2023,kue soes,harian,42,40,2333.0,1300,82359.0,62425.0
14/08/2023,risoles,harian,22,20,2019.0,1100,57221.0,29033.0
14/08/2023,tahu isi,harian,47,44,817.0,1100,84660.0,31859.0
14/08/2023,kue lumpur,harian,28,26,1469.0,1200,57441.0,30602.0
14/08/2023,wingko,harian,40,33,2647.0,1200,77091.0,69948.0
14/08/2023,lemper,harian,32,27,2087.0,1200,45036.0,34293.0
15/08/2023,bolu kukus,harian,36,32,1710.0,1200,75250.0,58277.0
15/08/2023,kue lapis,harian,38,32,1946.0,1100,30754.0,29286.0
15/08/2023,kue soes,pesanan,43,41,2391.0,1300,114381.0,43216.0
15/08/2023,risoles,harian,20,19,1914.0,1100,55141.0,13795.0
15/08/2023,tahu isi,harian,45,42,1282.0,1100,97118.0,71424.0
15/08/2023,kue lumpur,harian,41,36,1479.0,1200,62393.0,49203.0
15/08/2023,wingko,pesanan,27,22,1932.0,1200,85032.0,15976.0
15/08/2023,lemper,pesanan,39,35,2421.0,1200,36577.0,28255.0
16/08/2023,bolu kukus,harian,49,46,1367.0,1200,94112.0,60550.0
16/08/2023,kue lapis,harian,14,7,2544.0,1100,18826.0,16462.0
16/08/2023,kue soes,harian,13,9,2864.0,1300,28226.0,15204.0
16/08/2023,risoles,harian,50,50,2098.0,1100,92579.0,73598.0
16/08/2023,tahu isi,harian,45,38,1679.0,1100,130796.0,58938.0
16/08/2023,kue lumpur,harian,12,10,2036.0,1200,20511.0,10346.0
16/08/2023,wingko,harian,26,20,3129.0,1200,40779.0,29670.0
16/08/2023,lemper,harian,40,35,2048.0,1200,77148.0,35738.0
17/08/2023,kue lumpur,harian,64,64,2703.0,1200,118507.0,145932.0
17/08/2023,wingko,pesanan,77,77,1120.0,1200,177557.0,82754.0
18/08/2023,bolu kukus,harian,38,36,2689.0,1200,55992.0,42719.0
18/08/2023,kue lapis,pesanan,26,19,2016.0,1100,31931.0,28634.0
18/08/2023,kue soes,harian,41,41,3428.0,1300,46500.0,76085.0
18/08/2023,risoles,pesanan,31,31,2659.0,1100,32666.0,33553.0
18/08/2023,tahu isi,harian,11,7,2646.0,1100,14476.0,20563.0
18/08/2023,kue lumpur,harian,34,27,1217.0,1200,34819.0,31720.0
18/08/2023,wingko,harian,15,11,1060.0,1200,29285.0,14499.0
18/08/2023,lemper,harian,49,47,2388.0,1200,104523.0,33820.0
19/08/2023,bolu kukus,harian,49,45,1339.0,1200,91129.0,56022.0
19/08/2023,kue lapis,pesanan,21,18,2586.0,1100,41081.0,18713.0
19/08/2023,kue soes,harian,11,10,2984.0,1300,22306.0,14765.0
19/08/2023,risoles,pesanan,13,11,1864.0,1100,22750.0,8989.0
19/08/2023,tahu isi,harian,43,39,2331.0,1100,89401.0,60248.0
19/08/2023,kue lumpur,pesanan,49,47,1615.0,1200,123705.0,67446.0
19/08/2023,wingko,harian,31,28,3320.0,1200,58623.0,46121.0
19/08/2023,lemper,harian,22,17,2318.0,1200,29494.0,24823.0
21/08/2023,bolu kukus,harian,29,28,2487.0,1200,73760.0,23406.0
21/08/2023,kue lapis,harian,36,31,2563.0,1100,70121.0,48518.0
21/08/2023,kue soes,pesanan,38,35,2168.0,1300,66967.0,65550.0
21/08/2023,risoles,harian,28,26,1485.0,1100,53047.0,38240.0
21/08/2023,tahu isi,pesanan,13,11,1096.0,1100,25436.0,6580.0
21/08/2023,kue lumpur,harian,39,32,1747.0,1200,67540.0,54919.0
21/08/2023,wingko,harian,34,28,2408.0,1200,77970.0,33047.0
21/08/2023,lemper,harian,30,28,1413.0,1200,22493.0,28490.0
22/08/2023,bolu kukus,harian,44,42,1417.0,1200,75035.0,32553.0
22/08/2023,kue lapis,harian,15,11,1974.0,1100,19164.0,12666.0
22/08/2023,kue soes,harian,46,44,3036.0,1300,141989.0,68822.0
22/08/2023,risoles,harian,19,19,1375.0,1100,50503.0,22711.0
22/08/2023,tahu isi,harian,43,37,2247.0,1100,105490.0,37920.0
22/08/2023,kue lumpur,harian,21,18,468.0,1200,41394.0,23493.0
22/08/2023,wingko,harian,36,32,2682.0,1200,61445.0,44066.0
22/08/2023,lemper,harian,35,29,1239.0,1200,59148.0,43474.0
23/08/2023,bolu kukus,harian,37,34,1983.0,1200,84103.0,47112.0
23/08/2023,kue lapis,pesanan,31,24,1449.0,1100,30691.0,32132.0
23/08/2023,kue soes,pesanan,20,18,3245.0,1300,52092.0,22365.0
23/08/2023,risoles,harian,43,41,2498.0,1100,75528.0,30970.0
23/08/2023,tahu isi,harian,23,17,2034.0,1100,30517.0,23444.0
23/08/2023,kue lumpur,harian,11,4,1584.0,1200,5592.0,18789.0
23/08/2023,wingko,pesanan,30,26,2018.0,1200,84665.0,15083.0
23/08/2023,lemper,harian,32,26,1346.0,1200,79596.0,32655.0
24/08/2023,bolu kukus,harian,33,31,1831.0,1200,63731.0,16516.0
24/08/2023,kue lapis,harian,13,6,1993.0,1100,10016.0,13155.0
24/08/2023,kue soes,harian,43,42,2410.0,1300,90726.0,48268.0
24/08/2023,risoles,harian,16,15,1880.0,1100,33392.0,17092.0
24/08/2023,tahu isi,harian,25,19,2133.0,1100,54754.0,28391.0
24/08/2023,kue lumpur,harian,15,12,2612.0,1200,23229.0,14516.0
24/08/2023,wingko,harian,11,4,2645.0,1200,2883.0,9342.0
24/08/2023,lemper,harian,18,13,1928.0,1200,26022.0,8691.0
25/08/2023,bolu kukus,pesanan,46,45,2582.0,1200,62788.0,50284.0
25/08/2023,kue lapis,harian,31,29,1583.0,1100,52682.0,37263.0
25/08/2023,kue soes,harian,29,29,2875.0,1300,85831.0,45398.0
25/08/2023,risoles,harian,46,45,1527.0,1100,80780.0,44403.0
25/08/2023,tahu isi,pesanan,33,26,1969.0,1100,63187.0,30516.0
25/08/2023,kue lumpur,harian,30,26,1521.0,1200,48451.0,29620.0
25/08/2023,wingko,harian,19,12,3008.0,1200,29838.0,17473.0
25/08/2023,lemper,harian,30,28,1424.0,1200,36012.0,21722.0
26/08/2023,bolu kukus,harian,17,15,2170.0,1200,28796.0,9799.0
26/08/2023,kue lapis,harian,16,14,2238.0,1100,24870.0,9074.0
26/08/2023,kue soes,pesanan,24,23,1577.0,1300,75400.0,33661.0
26/08/2023,risoles,harian,27,25,2112.0,1100,41006.0,24964.0
26/08/2023,tahu isi,harian,31,29,1146.0,1100,59138.0,42579.0
26/08/2023,kue lumpur,harian,31,25,1814.0,1200,49621.0,32105.0
26/08/2023,wingko,harian,35,30,3609.0,1200,27801.0,32145.0
26/08/2023,lemper,harian,26,24,2443.0,1200,51178.0,42058.0
28/08/2023,bolu kukus,harian,35,34,2266.0,1200,62755.0,60693.0
28/08/2023,kue lapis,harian,37,33,2295.0,1100,85458.0,35169.0
28/08/2023,kue soes,harian,21,19,3179.0,1300,62091.0,21850.0
28/08/2023,risoles,harian,47,46,2696.0,1100,96834.0,55483.0
28/08/2023,tahu isi,pesanan,49,46,2042.0,1100,85936.0,62112.0
28/08/2023,kue lumpur,harian,18,16,3327.0,1200,41836.0,20316.0
28/08/2023,wingko,harian,48,41,2005.0,1200,132934.0,63827.0
28/08/2023,lemper,harian,30,26,1873.0,1200,51648.0,43718.0
29/08/2023,bolu kukus,harian,46,46,2606.0,1200,88737.0,45395.0
29/08/2023,kue lapis,harian,33,28,1412.0,1100,40672.0,45426.0
29/08/2023,kue soes,harian,47,47,3322.0,1300,94052.0,38027.0
29/08/2023,risoles,pesanan,32,31,2017.0,1100,60316.0,25321.0
29/08/2023,tahu isi,pesanan,28,24,1847.0,1100,65185.0,33677.0
29/08/2023,kue lumpur,harian,37,35,2337.0,1200,61154.0,37286.0
29/08/2023,wingko,harian,29,27,2804.0,1200,54258.0,42165.0
29/08/2023,lemper,pesanan,30,26,2959.0,1200,36220.0,36909.0
30/08/2023,bolu kukus,harian,14,11,2042.0,1200,26148.0,13638.0
30/08/2023,kue lapis,harian,32,25,1304.0,1100,41522.0,30248.0
30/08/2023,kue soes,harian,15,14,1713.0,1300,45479.0,15291.0
30/08/2023,risoles,harian,38,37,2257.0,1100,77483.0,51173.0
30/08/2023,tahu isi,harian,13,7,2117.0,1100,18635.0,11805.0
30/08/2023,kue lumpur,harian,13,9,2633.0,1200,18436.0,16426.0
30/08/2023,wingko,harian,27,22,2620.0,1200,68809.0,17022.0
30/08/2023,lemper,harian,12,5,2296.0,1200,12790.0,22451.0
31/08/2023,bolu kukus,harian,20,19,1848.0,1200,41598.0,16391.0
31/08/2023,kue lapis,harian,40,37,1887.0,1100,61618.0,45570.0
31/08/2023,kue soes,harian,25,23,3316.0,1300,45329.0,28070.0
31/08/2023,risoles,harian,27,25,1581.0,1100,31169.0,29323.0
31/08/2023,tahu isi,pesanan,24,21,1605.0,1100,25471.0,34247.0
31/08/2023,kue lumpur,harian,15,9,1579.0,1200,14720.0,19039.0
31/08/2023,wingko,harian,14,12,1797.0,1200,27624.0,20448.0
31/08/2023,lemper,harian,35,32,1682.0,1200,47279.0,43362.0
1/9/2023,bolu kukus,harian,25,21,1865.0,1200,45674.0,15227.0
1/9/2023,kue lapis,harian,50,44,1564.0,1100,76423.0,67583.0
1/9/2023,kue soes,harian,16,14,3819.0,1300,27836.0,12925.0
1/9/2023,risoles,harian,47,47,1926.0,1100,79890.0,67152.0
1/9/2023,tahu isi,pesanan,26,24,3179.0,1100,65627.0,24900.0
1/9/2023,kue lumpur,harian,25,18,1803.0,1200,42583.0,15832.0
1/9/2023,wingko,harian,19,15,2709.0,1200,27436.0,24047.0
1/9/2023,lemper,harian,30,26,2717.0,1200,38882.0,32474.0
2/9/2023,bolu kukus,harian,45,42,1250.0,1200,78396.0,39958.0
2/9/2023,kue lapis,harian,10,8,1563.0,1100,11517.0,10582.0
2/9/2023,kue soes,harian,31,28,2206.0,1300,54513.0,48691.0
2/9/2023,risoles,harian,28,25,1391.0,1100,75140.0,32177.0
2/9/2023,tahu isi,harian,13,10,1791.0,1100,19338.0,14313.0
2/9/2023,kue lumpur,harian,20,13,1517.0,1200,30144.0,24413.0
2/9/2023,wingko,harian,30,27,1164.0,1200,58039.0,31785.0
2/9/2023,lemper,harian,28,24,1850.0,1200,39185.0,55041.0
4/9/2023,bolu kukus,pesanan,21,21,1401.0,1200,25965.0,18457.0
4/9/2023,kue lapis,harian,49,42,1215.0,1100,81334.0,49775.0
4/9/2023,kue soes,harian,13,12,1137.0,1300,28379.0,21525.0
4/9/2023,risoles,harian,46,42,1352.0,1100,53831.0,61558.0
4/9/2023,tahu isi,pesanan,50,43,2320.0,1100,114038.0,61090.0
4/9/2023,kue lumpur,harian,27,24,2480.0,1200,39817.0,31439.0
4/9/2023,wingko,harian,36,30,2523.0,1200,55952.0,45855.0
4/9/2023,lemper,harian,34,32,950.0,1200,95166.0,29066.0
5/9/2023,kue soes,pesanan,108,108,3790.0,1300,213878.0,103225.0
5/9/2023,es pisang ijo,pesanan,54,54,18700.0,7000,854104.0,384487.0
5/9/2023,bolu kukus,harian,17,14,1191.0,1200,20600.0,21715.0
5/9/2023,kue lapis,pesanan,12,6,2063.0,1100,12001.0,16288.0
5/9/2023,kue soes,harian,29,26,3451.0,1300,79187.0,61176.0
5/9/2023,risoles,harian,18,14,1659.0,1100,15574.0,23696.0
5/9/2023,tahu isi,pesanan,24,21,2460.0,1100,49635.0,32903.0
5/9/2023,kue lumpur,harian,20,15,1231.0,1200,36259.0,28576.0
5/9/2023,wingko,harian,36,29,1987.0,1200,48128.0,34099.0
5/9/2023,lemper,pesanan,23,18,2013.0,1200,32004.0,18013.0
6/9/2023,bolu kukus,harian,37,33,2213.0,1200,65176.0,38918.0
6/9/2023,kue lapis,harian,41,36,1904.0,1100,61325.0,18624.0
6/9/2023,kue soes,harian,23,21,2373.0,1300,30433.0,29630.0
6/9/2023,risoles,pesanan,44,44,2149.0,1100,83450.0,42886.0
6/9/2023,tahu isi,harian,11,5,2116.0,1100,9660.0,16711.0
6/9/2023,kue lumpur,harian,16,13,1738.0,1200,30351.0,27271.0
6/9/2023,wingko,harian,37,32,2028.0,1200,62373.0,44432.0
6/9/2023,lemper,pesanan,19,15,2082.0,1200,37769.0,12765.0
7/9/2023,bolu kukus,harian,17,14,2017.0,1200,35910.0,16148.0
7/9/2023,kue lapis,harian,34,31,2409.0,1100,65522.0,34944.0
7/9/2023,kue soes,harian,44,40,3457.0,1300,92340.0,54350.0
7/9/2023,risoles,pesanan,10,9,2066.0,1100,9058.0,14166.0
7/9/2023,tahu isi,pesanan,39,37,3071.0,1100,35329.0,42977.0
7/9/2023,kue lumpur,harian,44,37,2635.0,1200,87180.0,48916.0
7/9/2023,wingko,pesanan,37,32,1982.0,1200,96673.0,68903.0
7/9/2023,lemper,harian,43,38,2119.0,1200,27037.0,57702.0
8/9/2023,bolu kukus,harian,10,9,1464.0,1200,19796.0,17003.0
8/9/2023,kue lapis,harian,28,24,2490.0,1100,38754.0,28333.0
8/9/2023,kue soes,pesanan,20,20,4313.0,1300,76128.0,37150.0
8/9/2023,risoles,harian,33,30,1627.0,1100,36880.0,26776.0
8/9/2023,tahu isi,harian,23,20,1471.0,1100,34019.0,23809.0
8/9/2023,kue lumpur,harian,50,43,1530.0,1200,58063.0,55432.0
8/9/2023,wingko,harian,41,39,2555.0,1200,93671.0,68841.0
8/9/2023,lemper,harian,33,30,2546.0,1200,62855.0,36012.0
9/9/2023,bolu kukus,harian,18,16,1610.0,1200,38884.0,9435.0
9/9/2023,kue lapis,harian,17,12,1949.0,1100,18758.0,30168.0
9/9/2023,kue soes,pesanan,13,12,1339.0,1300,30561.0,13590.0
9/9/2023,risoles,harian,21,21,2786.0,1100,51282.0,25577.0
9/9/2023,tahu isi,pesanan,35,29,1798.0,1100,53798.0,23186.0
9/9/2023,kue lumpur,pesanan,41,37,2432.0,1200,69827.0,44687.0
9/9/2023,wingko,harian,25,23,1968.0,1200,62305.0,30790.0
9/9/2023,lemper,harian,23,18,1499.0,1200,40606.0,22766.0
11/9/2023,bolu kukus,pesanan,49,49,2434.0,1200,116980.0,66062.0
11/9/2023,kue lapis,harian,17,12,2383.0,1100,28567.0,19178.0
11/9/2023,kue soes,pesanan,11,7,2575.0,1300,15908.0,12589.0
11/9/2023,risoles,harian,23,21,1980.0,1100,49315.0,27123.0
11/9/2023,tahu isi,pesanan,34,28,2468.0,1100,59113.0,37709.0
11/9/2023,kue lumpur,harian,21,19,2125.0,1200,38675.0,32736.0
11/9/2023,wingko,harian,30,23,2384.0,1200,36268.0,40671.0
11/9/2023,lemper,harian,21,16,1713.0,1200,31246.0,22572.0
12/9/2023,bolu kukus,harian,13,11,2808.0,1200,23306.0,17242.0
12/9/2023,kue lapis,harian,24,22,2978.0,1100,57821.0,47754.0
12/9/2023,kue soes,harian,15,14,2221.0,1300,39118.0,19456.0
12/9/2023,risoles,harian,32,28,2124.0,1100,73262.0,12638.0
12/9/2023,tahu isi,harian,27,22,2169.0,1100,34885.0,42508.0
12/9/2023,kue lumpur,pesanan,46,41,1032.0,1200,101646.0,96058.0
12/9/2023,wingko,pesanan,34,29,2394.0,1200,61739.0,65058.0
12/9/2023,lemper,harian,43,37,2409.0,1200,55837.0,40158.0
13/09/2023,bolu kukus,harian,10,7,813.0,1200,19267.0,11494.0
13/09/2023,kue lapis,pesanan,18,12,2480.0,1100,15556.0,19162.0
13/09/2023,kue soes,harian,20,20,3524.0,1300,50952.0,25477.0
13/09/2023,risoles,harian,19,19,2210.0,1100,39369.0,17730.0
13/09/2023,tahu isi,harian,29,26,1519.0,1100,91186.0,23563.0
13/09/2023,kue lumpur,harian,13,7,2547.0,1200,17344.0,15945.0
13/09/2023,wingko,harian,13,7,1811.0,1200,13751.0,12797.0
13/09/2023,lemper,pesanan,41,36,1712.0,1200,43201.0,54585.0
14/09/2023,bolu kukus,harian,37,37,1659.0,1200,118473.0,36467.0
14/09/2023,kue lapis,harian,27,25,1957.0,1100,46075.0,29793.0
14/09/2023,kue soes,pesanan,45,45,3102.0,1300,102092.0,80858.0
14/09/2023,risoles,pesanan,29,29,2347.0,1100,60252.0,35356.0
14/09/2023,tahu isi,pesanan,30,24,2385.0,1100,49409.0,55828.0
14/09/2023,kue lumpur,harian,38,36,1903.0,1200,126589.0,41871.0
14/09/2023,wingko,harian,20,18,2578.0,1200,34318.0,27127.0
14/09/2023,lemper,harian,38,31,2097.0,1200,76375.0,41174.0
15/09/2023,bolu kukus,harian,17,14,1695.0,1200,25787.0,23577.0
15/09/2023,kue lapis,harian,31,25,1063.0,1100,52906.0,19188.0
15/09/2023,kue soes,harian,43,39,3201.0,1300,99931.0,68393.0
15/09/2023,risoles,harian,25,24,2129.0,1100,40915.0,24402.0
15/09/2023,tahu isi,harian,28,24,1842.0,1100,66455.0,22566.0
15/09/2023,kue lumpur,harian,47,42,1362.0,1200,62850.0,67758.0
15/09/2023,wingko,harian,38,35,3761.0,1200,82075.0,58550.0
15/09/2023,lemper,harian,41,37,2882.0,1200,89048.0,46306.0
16/09/2023,bolu kukus,harian,11,11,1761.0,1200,15868.0,8021.0
16/09/2023,kue lapis,harian,10,4,1894.0,1100,6532.0,8203.0
16/09/2023,kue soes,harian,16,14,2819.0,1300,29766.0,20707.0
16/09/2023,risoles,harian,35,34,2725.0,1100,81768.0,49669.0
16/09/2023,tahu isi,harian,36,30,2242.0,1100,69280.0,44383.0
16/09/2023,kue lumpur,pesanan,18,13,2077.0,1200,41419.0,22788.0
16/09/2023,wingko,harian,23,17,2700.0,1200,31122.0,54036.0
16/09/2023,lemper,harian,40,37,1926.0,1200,99348.0,33905.0
18/09/2023,bolu kukus,harian,18,14,1569.0,1200,23089.0,16454.0
18/09/2023,kue lapis,harian,42,35,1656.0,1100,115731.0,29834.0
18/09/2023,kue soes,harian,42,42,3342.0,1300,124137.0,51522.0
18/09/2023,risoles,harian,39,35,1902.0,1100,49612.0,42857.0
18/09/2023,tahu isi,harian,26,19,1261.0,1100,38155.0,29311.0
18/09/2023,kue lumpur,pesanan,23,17,1041.0,1200,56474.0,36905.0
18/09/2023,wingko,harian,42,37,1555.0,1200,104457.0,59965.0
18/09/2023,lemper,pesanan,45,42,1770.0,1200,76590.0,56419.0
19/09/2023,bolu kukus,pesanan,24,20,2328.0,1200,50245.0,23141.0
19/09/2023,kue lapis,harian,50,44,2530.0,1100,97292.0,69494.0
19/09/2023,kue soes,harian,39,37,2664.0,1300,106794.0,67558.0
19/09/2023,risoles,harian,49,49,2110.0,1100,137320.0,68144.0
19/09/2023,tahu isi,pesanan,19,17,2518.0,1100,37778.0,16108.0
19/09/2023,kue lumpur,harian,18,11,1826.0,1200,17794.0,24990.0
19/09/2023,wingko,pesanan,43,38,3431.0,1200,71690.0,52426.0
19/09/2023,lemper,pesanan,16,13,2401.0,1200,31167.0,30294.0
20/09/2023,bolu kukus,harian,10,6,2379.0,1200,5359.0,11692.0
20/09/2023,kue lapis,harian,25,23,1620.0,1100,59293.0,26824.0
20/09/2023,kue soes,harian,37,36,2655.0,1300,84354.0,60078.0
20/09/2023,risoles,harian,31,29,1659.0,1100,69950.0,53962.0
20/09/2023,tahu isi,pesanan,44,40,1944.0,1100,68627.0,49596.0
20/09/2023,kue lumpur,pesanan,23,16,2652.0,1200,44171.0,23112.0
20/09/2023,wingko,harian,44,39,2149.0,1200,66486.0,66132.0
20/09/2023,lemper,harian,14,9,2752.0,1200,15591.0,12684.0
21/09/2023,bolu kukus,harian,43,40,1647.0,1200,58142.0,44486.0
21/09/2023,kue lapis,pesanan,29,22,1709.0,1100,58801.0,19763.0
21/09/2023,kue soes,harian,39,39,3574.0,1300,65039.0,36197.0
21/09/2023,risoles,harian,35,34,2135.0,1100,48350.0,43479.0
21/09/2023,tahu isi,harian,27,22,1665.0,1100,27693.0,38910.0
21/09/2023,kue lumpur,pesanan,10,8,1762.0,1200,19715.0,14080.0
21/09/2023,wingko,harian,23,18,3120.0,1200,61806.0,16212.0
21/09/2023,lemper,harian,27,22,798.0,1200,52562.0,48857.0
22/09/2023,bolu kukus,harian,33,33,1774.0,1200,51666.0,62305.0
22/09/2023,kue lapis,harian,48,41,1488.0,1100,68379.0,49210.0
22/09/2023,kue soes,harian,44,42,2120.0,1300,143541.0,87209.0
22/09/2023,risoles,harian,10,6,1713.0,1100,14099.0,9441.0
22/09/2023,tahu isi,harian,26,21,2223.0,1100,44622.0,18731.0
22/09/2023,kue lumpur,harian,19,12,2197.0,1200,23313.0,15066.0
22/09/2023,wingko,harian,13,10,2472.0,1200,35453.0,16342.0
22/09/2023,lemper,harian,41,39,2582.0,1200,108642.0,22236.0
23/09/2023,bolu kukus,harian,24,20,1821.0,1200,28619.0,22987.0
23/09/2023,kue lapis,pesanan,26,23,1299.0,1100,38863.0,25720.0
23/09/2023,kue soes,harian,40,39,2664.0,1300,75354.0,59542.0
23/09/2023,risoles,harian,39,35,1487.0,1100,69438.0,41861.0
23/09/2023,tahu isi,harian,15,11,1777.0,1100,27181.0,14776.0
23/09/2023,kue lumpur,harian,11,7,2262.0,1200,13543.0,9853.0
23/09/2023,wingko,harian,44,39,1772.0,1200,60991.0,69091.0
23/09/2023,lemper,pesanan,30,26,2996.0,1200,68747.0,33877.0
25/09/2023,bolu kukus,harian,40,38,2012.0,1200,74116.0,36928.0
25/09/2023,kue lapis,pesanan,46,42,1391.0,1100,73926.0,62812.0
25/09/2023,kue soes,harian,28,28,2214.0,1300,49858.0,42461.0
25/09/2023,risoles,harian,37,36,2801.0,1100,88992.0,36484.0
25/09/2023,tahu isi,harian,35,32,2740.0,1100,98680.0,52928.0
25/09/2023,kue lumpur,harian,31,29,3164.0,1200,49615.0,29557.0
25/09/2023,wingko,harian,44,39,2560.0,1200,106316.0,45619.0
25/09/2023,lemper,harian,50,45,1659.0,1200,121847.0,86397.0
26/09/2023,bolu kukus,harian,14,11,1508.0,1200,14640.0,17536.0
26/09/2023,kue lapis,harian,32,25,1202.0,1100,13163.0,53357.0
26/09/2023,kue soes,harian,39,39,4311.0,1300,90896.0,65242.0
26/09/2023,risoles,harian,20,17,2693.0,1100,43618.0,24955.0
26/09/2023,tahu isi,harian,44,37,2930.0,1100,46632.0,40490.0
26/09/2023,kue lumpur,harian,42,36,1816.0,1200,62693.0,48629.0
26/09/2023,wingko,harian,18,16,3603.0,1200,34360.0,18272.0
26/09/2023,lemper,harian,19,12,1338.0,1200,24048.0,3562.0
27/09/2023,bolu kukus,harian,12,9,1171.0,1200,16208.0,16276.0
27/09/2023,kue lapis,pesanan,21,18,3301.0,1100,44127.0,22675.0
27/09/2023,kue soes,harian,19,18,3130.0,1300,23981.0,31801.0
27/09/2023,risoles,harian,39,39,1894.0,1100,54973.0,40561.0
27/09/2023,tahu isi,harian,46,40,2595.0,1100,78679.0,51548.0
27/09/2023,kue lumpur,harian,25,18,2855.0,1200,23627.0,31853.0
27/09/2023,wingko,pesanan,29,23,2480.0,1200,50394.0,36942.0
27/09/2023,lemper,harian,11,4,1529.0,1200,5398.0,18739.0
28/09/2023,bolu kukus,harian,32,32,1856.0,1200,51427.0,34461.0
28/09/2023,kue lapis,harian,15,9,1460.0,1100,22465.0,17723.0
28/09/2023,kue soes,pesanan,18,17,1305.0,1300,47145.0,30753.0
28/09/2023,risoles,harian,18,15,1326.0,1100,31916.0,23067.0
28/09/2023,tahu isi,harian,33,26,1970.0,1100,44045.0,26643.0
28/09/2023,kue lumpur,pesanan,41,34,1799.0,1200,81826.0,41564.0
28/09/2023,wingko,harian,26,23,2380.0,1200,66159.0,17517.0
28/09/2023,lemper,pesanan,27,24,1468.0,1200,38012.0,28799.0
29/09/2023,bolu kukus,pesanan,43,42,2138.0,1200,79249.0,43971.0
29/09/2023,kue lapis,harian,34,31,1840.0,1100,55559.0,32079.0
29/09/2023,kue soes,harian,35,35,2808.0,1300,70415.0,25624.0
29/09/2023,risoles,harian,19,19,2250.0,1100,39015.0,23824.0
29/09/2023,tahu isi,harian,24,18,2256.0,1100,25873.0,25858.0
29/09/2023,kue lumpur,harian,32,29,1692.0,1200,54528.0,33853.0
29/09/2023,wingko,harian,11,6,2907.0,1200,23017.0,16090.0
29/09/2023,lemper,harian,46,43,2800.0,1200,86457.0,68551.0
30/09/2023,bolu kukus,harian,16,13,1988.0,1200,30500.0,23435.0
30/09/2023,kue lapis,harian,10,6,2449.0,1100,13635.0,10631.0
